1.903268237576349886e-01,3.320855663604715402e-01,1.660542517476248925e-01,4.413163321181780563e-01,3.176874070649770565e-01,2.185244319653275591e-01,3.228494121712635612e-01,3.865894517917499718e-01,1.185768748167159714e-01,3.960499839263084687e-01,9.321804703416078364e-02,2.260736780426661485e-01,1.865305625491689157e-01,1.357531763521779844e-01,1.905460717963247119e-01,2.076108277535146929e-01
1.907655723990067664e-01,3.330427623087462985e-01,1.663412650370169055e-01,4.423336713313758550e-01,3.182365077759826688e-01,2.187761623949552314e-01,3.234074350510773299e-01,3.874806325165347509e-01,1.191242008027374594e-01,3.976490964745654777e-01,9.343293682573136638e-02,2.268558588649909058e-01,1.870682140365800550e-01,1.362228618636965316e-01,1.912053324604532922e-01,2.083291298989999041e-01
1.914255925021085547e-01,3.341950400261141652e-01,1.672052848321735896e-01,4.436086439314325669e-01,3.193375580862227170e-01,2.196595047020979130e-01,3.247132421678023961e-01,3.890451449942805562e-01,1.197429628853324407e-01,3.997145893082513224e-01,9.413475573131845076e-02,2.279029779329369565e-01,1.881481706218358363e-01,1.370092850275127505e-01,1.923091728910157894e-01,2.095318270910041525e-01
1.915358176533417667e-01,3.341950400261141652e-01,1.675907328215947567e-01,4.441196613655888914e-01,3.189701186914856712e-01,2.194067578722553036e-01,3.243396173493491852e-01,3.885974979543934671e-01,1.197429628853324407e-01,3.994845613082854130e-01,9.451483924407294568e-02,2.282968924679178169e-01,1.878235306395005244e-01,1.366941724162318572e-01,1.919773533134778998e-01,2.091702907102851450e-01
1.910952974970440144e-01,3.328511026531665862e-01,1.667247212551062341e-01,4.423336713313758550e-01,3.186031020835626837e-01,2.190281828068454395e-01,3.237799860369693916e-01,3.877037485103828618e-01,1.192614265855820865e-01,3.969629734300069712e-01,9.386420366721348607e-02,2.268558588649909058e-01,1.873915485064069630e-01,1.362228618636965316e-01,1.915358176533417667e-01,2.084490883097288583e-01
1.913154307833137280e-01,3.332345323242535406e-01,1.668207233485277940e-01,4.423336713313758550e-01,3.191537855100761156e-01,2.192804935350447793e-01,3.243396173493491852e-01,3.883738676250604316e-01,1.195363525673718424e-01,3.974202571256976735e-01,9.381018663702372917e-02,2.269864851883821588e-01,1.879316816803267842e-01,1.365368879919451883e-01,1.919773533134778998e-01,2.090499172615510604e-01
1.917564583992452110e-01,3.336184036892735905e-01,1.673015636398644812e-01,4.430982144892988694e-01,3.198895109691397565e-01,2.196595047020979130e-01,3.249002159457468619e-01,3.890451449942805562e-01,1.198119123190033858e-01,3.983364054353524253e-01,9.424319478451734233e-02,2.275097430772070051e-01,1.883649089489800310e-01,1.368516380251821596e-01,1.925307045077682688e-01,2.096524780291957879e-01
1.920878961752015834e-01,3.343874735369462003e-01,1.675907328215947567e-01,4.436086439314325669e-01,3.204424178644403876e-01,2.200391709637398163e-01,3.256491882950627859e-01,3.901665199476269663e-01,1.200881073014671563e-01,3.994845613082854130e-01,9.456926202168218498e-02,2.281655120305319528e-01,1.889078477150912538e-01,1.372460961007561653e-01,1.931968317016923842e-01,2.103778439766474662e-01
1.925307045077682688e-01,3.351583162737162280e-01,1.681705714757333325e-01,4.446312674691086930e-01,3.211811139278756833e-01,2.206734069084589356e-01,3.267758853616800074e-01,3.910659466661318140e-01,1.205729814513874093e-01,4.006360265998167303e-01,9.495109992021981415e-02,2.289549302828971233e-01,1.895614403710284557e-01,1.378002482617996516e-01,1.940885877592777586e-01,2.113489039836646544e-01
1.930856506690635521e-01,3.361243690470534506e-01,1.688495859486753015e-01,4.459128626084641334e-01,3.219215128616044752e-01,2.211821116488441874e-01,3.275291815755551061e-01,3.921931463326500111e-01,1.211295210470078737e-01,4.024852784765710068e-01,9.566432246565459430e-02,2.300117382242874986e-01,1.903268237576349886e-01,1.382770163333202906e-01,1.948722501977468990e-01,2.123244462000219435e-01
1.924199068184305472e-01,3.343874735369462003e-01,1.681705714757333325e-01,4.446312674691086930e-01,3.208115532823635485e-01,2.202926463053455630e-01,3.260243216810194689e-01,3.901665199476269663e-01,1.205729814513874093e-01,3.997145893082513224e-01,9.500577390195685812e-02,2.288231711575010874e-01,1.891254611564702204e-01,1.373251240483839841e-01,1.935307590632818764e-01,2.107414675296697959e-01
1.916461062735385912e-01,3.320855663604715402e-01,1.666287744090290124e-01,4.410623631214368734e-01,3.202580094629028373e-01,2.190281828068454395e-01,3.245263759896436784e-01,3.883738676250604316e-01,1.196051830323445753e-01,3.951390942401992179e-01,9.386420366721348607e-02,2.260736780426661485e-01,1.884733717219277127e-01,1.362228618636965316e-01,1.921985026888303472e-01,2.090499172615510604e-01
1.916461062735385912e-01,3.315125698118430164e-01,1.664370463317506599e-01,4.405548635065532626e-01,3.209962804210690912e-01,2.189021363322486424e-01,3.245263759896436784e-01,3.885974979543934671e-01,1.196051830323445753e-01,3.942302995422326539e-01,9.359442919496419044e-02,2.256835995497225578e-01,1.887991349096293237e-01,1.360661197435008574e-01,1.920878961752015834e-01,2.090499172615510604e-01
1.915358176533417667e-01,3.315125698118430164e-01,1.663412650370169055e-01,4.405548635065532626e-01,3.211811139278756833e-01,2.187761623949552314e-01,3.245263759896436784e-01,3.885974979543934671e-01,1.194675617129977857e-01,3.940034276447454409e-01,9.359442919496419044e-02,2.255537230117673764e-01,1.887991349096293237e-01,1.358313446587153805e-01,1.919773533134778998e-01,2.091702907102851450e-01
1.917564583992452110e-01,3.317034587241644572e-01,1.668207233485277940e-01,4.408085402789316265e-01,3.215511002908201799e-01,2.191543018605135729e-01,3.249002159457468619e-01,3.890451449942805562e-01,1.197429628853324407e-01,3.946844353191042987e-01,9.375620069258799871e-02,2.259435770220977191e-01,1.892343618644975467e-01,1.363013006207826894e-01,1.925307045077682688e-01,2.097731984396442317e-01
1.918668740670289030e-01,3.318944575526103780e-01,1.670128934046704872e-01,4.415704473533124119e-01,3.215511002908201799e-01,2.192804935350447793e-01,3.247132421678023961e-01,3.892691618531708975e-01,1.199499303149378499e-01,3.951390942401992179e-01,9.402644145135424791e-02,2.264644307593058903e-01,1.893433252788581378e-01,1.363013006207826894e-01,1.924199068184305472e-01,2.098939883623523739e-01
1.910952974970440144e-01,3.299894079108348088e-01,1.658631847333929266e-01,4.390358656409446558e-01,3.206269324505465201e-01,2.181473793078470003e-01,3.232213203396087642e-01,3.874806325165347509e-01,1.191242008027374594e-01,3.915164372491831690e-01,9.311078754678300817e-02,2.246466775991864673e-01,1.884733717219277127e-01,1.353630090671454622e-01,1.910952974970440144e-01,2.084490883097288583e-01
1.905460717963247119e-01,3.286623831353217562e-01,1.651961798229014677e-01,4.372703196655968738e-01,3.204424178644403876e-01,2.176456542581616804e-01,3.224779319316375958e-01,3.865894517917499718e-01,1.187134701043598417e-01,3.890451449942805562e-01,9.257633851208246778e-02,2.232286845301313938e-01,1.881481706218358363e-01,1.347410725344404259e-01,1.905460717963247119e-01,2.078499861963291895e-01
1.905460717963247119e-01,3.284732443030677906e-01,1.652913017638401316e-01,4.372703196655968738e-01,3.204424178644403876e-01,2.175204034019522503e-01,3.222923521312011097e-01,3.868120546330521270e-01,1.185768748167159714e-01,3.890451449942805562e-01,9.252306262333165332e-02,2.234858340495540496e-01,1.881481706218358363e-01,1.347410725344404259e-01,1.905460717963247119e-01,2.080894201390363907e-01
1.905460717963247119e-01,3.286623831353217562e-01,1.654817099943181047e-01,4.377740356320125037e-01,3.204424178644403876e-01,2.175204034019522503e-01,3.222923521312011097e-01,3.868120546330521270e-01,1.187818267437445868e-01,3.892691618531708975e-01,9.278974901273308318e-02,2.237432797937897178e-01,1.883649089489800310e-01,1.347410725344404259e-01,1.905460717963247119e-01,2.082092405220115905e-01
1.906557905089906468e-01,3.288516308759830697e-01,1.657677336848880634e-01,4.382783318568254094e-01,3.208115532823635485e-01,2.180218397185945123e-01,3.228494121712635612e-01,3.874806325165347509e-01,1.189871329160040458e-01,3.899419866765433951e-01,9.300365147539596533e-02,2.242590613220445117e-01,1.887991349096293237e-01,1.352072563194276766e-01,1.909853258566237555e-01,2.089296130854039202e-01
1.908754175027514988e-01,3.292304533334064476e-01,1.661498677766655718e-01,4.387832090084672898e-01,3.211811139278756833e-01,2.182729911843001303e-01,3.232213203396087642e-01,3.883738676250604316e-01,1.191927939457827212e-01,3.908408957924020544e-01,9.327172310326783955e-02,2.249054605835780762e-01,1.892343618644975467e-01,1.355969746662522291e-01,1.915358176533417667e-01,2.095318270910041525e-01
1.910952974970440144e-01,3.296097121774577143e-01,1.665328827785023391e-01,4.400479478359837771e-01,3.213660538640316644e-01,2.185244319653275591e-01,3.235936569296282705e-01,3.888212570527512235e-01,1.195363525673718424e-01,3.917418771077830764e-01,9.375620069258799871e-02,2.256835995497225578e-01,1.895614403710284557e-01,1.359095579755008609e-01,1.919773533134778998e-01,2.101357769046747481e-01
1.898890842101362830e-01,3.269640468343052442e-01,1.650061001320227705e-01,4.367671832899155948e-01,3.198895109691397565e-01,2.170201203568352943e-01,3.213660538640316644e-01,3.859224115947291200e-01,1.184404366997166141e-01,3.872576449216171834e-01,9.236341884196304364e-02,2.232286845301313938e-01,1.881481706218358363e-01,1.343538141301379996e-01,1.898890842101362830e-01,2.077303725572563486e-01
1.885818969490404562e-01,3.235936569296282705e-01,1.630234200829534519e-01,4.322649277070547136e-01,3.187865575695900677e-01,2.151542850555399344e-01,3.187865575695900677e-01,3.830451783938484400e-01,1.170846602320241292e-01,3.810658233937730399e-01,9.072980970559764435e-02,2.197859872784824475e-01,1.867454374637352033e-01,1.325104106928637893e-01,1.877154418375022449e-01,2.052343262600256901e-01
1.881481706218358363e-01,3.224779319316375958e-01,1.626484766213335820e-01,4.310225580049956151e-01,3.186031020835626837e-01,2.147830474130533462e-01,3.180533688329520436e-01,3.823842536581126272e-01,1.166138140738274265e-01,3.786604964946580498e-01,9.036494737223009499e-02,2.186502609532214869e-01,1.865305625491689157e-01,1.320535254154859284e-01,1.870682140365800550e-01,2.048802049957504923e-01
1.879316816803267842e-01,3.217362532695598465e-01,1.626484766213335820e-01,4.305266104917105929e-01,3.182365077759826688e-01,2.144124503220072309e-01,3.175045841187643658e-01,3.819442708400465070e-01,1.166138140738274265e-01,3.777896015198001223e-01,9.036494737223009499e-02,2.185244319653275591e-01,1.862087136662867459e-01,1.317498107350234260e-01,1.867454374637352033e-01,2.046444636724673860e-01
1.878235306395005244e-01,3.215511002908201799e-01,1.627421315642234023e-01,4.302788507706683530e-01,3.182365077759826688e-01,2.144124503220072309e-01,3.173218663836143150e-01,3.819442708400465070e-01,1.163456097440489778e-01,3.775721909254160513e-01,9.031294409622504793e-02,2.185244319653275591e-01,1.862087136662867459e-01,1.318256738556407015e-01,1.866379690834669702e-01,2.047623004082063380e-01
1.878235306395005244e-01,3.217362532695598465e-01,1.631172909227838197e-01,4.310225580049956151e-01,3.184197521726124802e-01,2.145359115815708706e-01,3.176874070649770565e-01,3.826044350959116880e-01,1.165467050837196983e-01,3.777896015198001223e-01,9.067759645839046367e-02,2.189021363322486424e-01,1.865305625491689157e-01,1.319775311707115373e-01,1.870682140365800550e-01,2.053525026457145852e-01
1.876074152385149574e-01,3.213660538640316644e-01,1.631172909227838197e-01,4.310225580049956151e-01,3.180533688329520436e-01,2.144124503220072309e-01,3.173218663836143150e-01,3.821641989304639386e-01,1.165467050837196983e-01,3.775721909254160513e-01,9.072980970559764435e-02,2.191543018605135729e-01,1.863159348761392331e-01,1.317498107350234260e-01,1.868529677255852395e-01,2.052343262600256901e-01
1.866379690834669702e-01,3.187865575695900677e-01,1.616218226106612699e-01,4.278090819876380069e-01,3.165920463432236875e-01,2.129364453960415626e-01,3.153188979355592836e-01,3.797519389713327476e-01,1.154781984689457891e-01,3.730353595632284747e-01,8.948495004785447793e-02,2.166456633115915742e-01,1.850333450020434090e-01,1.304667968639895148e-01,1.849268618978078260e-01,2.032357010936221564e-01
1.859944563222575842e-01,3.175045841187643658e-01,1.609718739828377709e-01,4.260886835827883967e-01,3.160457830657616984e-01,2.122022575959287283e-01,3.142317036434842947e-01,3.786604964946580498e-01,1.149476243419834814e-01,3.702542054001350391e-01,8.892011178579485586e-02,2.152781734724372453e-01,1.845015419179473481e-01,1.296432769451904832e-01,1.841831940057081507e-01,2.024184057376061385e-01
1.857804455091698059e-01,3.171392537989799476e-01,1.610645635178269974e-01,4.258434778026784495e-01,3.156821312863254403e-01,2.119580912987974186e-01,3.140508693876216673e-01,3.784425847170932999e-01,1.148153621496882937e-01,3.698281797802661641e-01,8.897131305225638997e-02,2.151542850555399344e-01,1.841831940057081507e-01,1.294941054932073621e-01,1.839712672854946773e-01,2.023019178678271413e-01
1.855666809433574593e-01,3.169567463043490574e-01,1.611573064245617748e-01,4.260886835827883967e-01,3.156821312863254403e-01,2.119580912987974186e-01,3.138701391983689248e-01,3.786604964946580498e-01,1.147492881338101761e-01,3.700411312801871744e-01,8.897131305225638997e-02,2.154021332257704258e-01,1.842892488970553910e-01,1.295686697517019481e-01,1.840772001468955754e-01,2.025349606824971838e-01
1.857804455091698059e-01,3.173218663836143150e-01,1.615288123838634071e-01,4.268251484029343401e-01,3.158639048423471096e-01,2.123244462000219435e-01,3.142317036434842947e-01,3.793149849736819346e-01,1.148153621496882937e-01,3.706807217825759948e-01,8.933054837332952969e-02,2.160230034774743013e-01,1.847140794909604145e-01,1.299421355637482567e-01,1.845015419179473481e-01,2.032357010936221564e-01
1.859944563222575842e-01,3.180533688329520436e-01,1.620876777077411846e-01,4.278090819876380069e-01,3.162277660168378857e-01,2.126914343203550883e-01,3.147748314101315170e-01,3.797519389713327476e-01,1.152789467824309466e-01,3.721774020443021636e-01,8.979455447602192886e-02,2.168952294832636463e-01,1.849268618978078260e-01,1.302416831225733929e-01,1.849268618978078260e-01,2.035869799466407115e-01
1.852464951885644528e-01,3.165920463432236875e-01,1.613429524762138856e-01,4.263340305553263154e-01,3.151374380204506886e-01,2.118361135248501559e-01,3.135089907801739684e-01,3.782247983435334526e-01,1.146832521422477685e-01,3.698281797802661641e-01,8.917641311094520740e-02,2.155261643566157570e-01,1.841831940057081507e-01,1.294941054932073621e-01,1.837595844145367141e-01,2.023019178678271413e-01
1.843953648560806569e-01,3.145936845947646110e-01,1.600479073305223487e-01,4.236429660495411031e-01,3.142317036434842947e-01,2.107414675296697959e-01,3.118889584093936795e-01,3.760538159718836981e-01,1.137627285823430839e-01,3.660159405580493686e-01,8.810488730080139053e-02,2.134273145981410991e-01,1.830206106311055292e-01,1.283807770472475129e-01,1.822846085688738238e-01,2.005626226390856137e-01
1.842892488970553910e-01,3.142317036434842947e-01,1.599558028614668503e-01,4.231555097166163626e-01,3.138701391983689248e-01,2.103778439766474662e-01,3.115300895973757145e-01,3.758374042884441435e-01,1.134357638943587765e-01,3.655947916131248587e-01,8.800351116873224300e-02,2.131817387135934994e-01,1.827048179895618407e-01,1.281592626256346512e-01,1.820748664181420784e-01,2.004472027365161169e-01
1.840772001468955754e-01,3.144126420258795407e-01,1.602322754037440733e-01,4.233991677324752123e-01,3.136895130158376954e-01,2.104989820615051632e-01,3.113508100680412727e-01,3.758374042884441435e-01,1.134357638943587765e-01,3.658053054773836021e-01,8.810488730080139053e-02,2.134273145981410991e-01,1.827048179895618407e-01,1.283068963979838717e-01,1.820748664181420784e-01,2.005626226390856137e-01
1.841831940057081507e-01,3.145936845947646110e-01,1.606016489463133190e-01,4.241309839104881463e-01,3.138701391983689248e-01,2.107414675296697959e-01,3.117094723580125515e-01,3.762703522677652845e-01,1.136972603366837031e-01,3.666485737966678204e-01,8.835883884127872234e-02,2.139193153706166195e-01,1.830206106311055292e-01,1.285286659943615239e-01,1.822846085688738238e-01,2.009092812608727907e-01
1.846077801178392652e-01,3.153188979355592836e-01,1.611573064245617748e-01,4.251087068046155992e-01,3.145936845947646110e-01,2.112272767852116651e-01,3.124280369029343030e-01,3.771377450113975738e-01,1.140249787561168349e-01,3.679171225522746003e-01,8.886893998466985356e-02,2.147830474130533462e-01,1.834425167117728350e-01,1.290476201944469326e-01,1.829152858164950490e-01,2.016043970664361806e-01
1.847140794909604145e-01,3.156821312863254403e-01,1.614358556826485658e-01,4.260886835827883967e-01,3.144126420258795407e-01,2.115923685240945484e-01,3.124280369029343030e-01,3.773549054466157071e-01,1.141563304618845309e-01,3.685530418524793350e-01,8.912509381337453684e-02,2.154021332257704258e-01,1.835481451122540353e-01,1.291962773152174060e-01,1.831259960930071151e-01,2.018366363681561026e-01
1.839712672854946773e-01,3.140508693876216673e-01,1.604168558607888262e-01,4.238869047486008013e-01,3.133285724315585385e-01,2.104989820615051632e-01,3.111716337106017471e-01,3.754049544720839959e-01,1.134357638943587765e-01,3.655947916131248587e-01,8.830799004185625745e-02,2.135502086047438020e-01,1.825996749074966785e-01,1.283068963979838717e-01,1.818653656030345955e-01,2.003318492558636976e-01
1.837595844145367141e-01,3.133285724315585385e-01,1.600479073305223487e-01,4.226686142656029266e-01,3.131482579102063957e-01,2.101357769046747481e-01,3.108135902739475598e-01,3.747572125493980888e-01,1.131097389333705627e-01,3.641245827681178771e-01,8.795286685349934519e-02,2.128139045982711253e-01,1.821797073091869223e-01,1.279381304157524157e-01,1.815515662773135586e-01,1.998710987882653112e-01
1.838653953864025636e-01,3.136895130158376954e-01,1.604168558607888262e-01,4.231555097166163626e-01,3.131482579102063957e-01,2.104989820615051632e-01,3.109925604656835207e-01,3.749730022454834666e-01,1.133052412941464304e-01,3.645440380978209882e-01,8.820638021366727921e-02,2.130590567542724745e-01,1.822846085688738238e-01,1.281592626256346512e-01,1.816561058458632527e-01,2.001013414074343799e-01
1.839712672854946773e-01,3.140508693876216673e-01,1.607866549052560934e-01,4.238869047486008013e-01,3.133285724315585385e-01,2.107414675296697959e-01,3.113508100680412727e-01,3.756211171457344844e-01,1.135010815672314738e-01,3.653843988955154387e-01,8.846062429502810076e-02,2.136731733751889295e-01,1.825996749074966785e-01,1.284547002378747804e-01,1.820748664181420784e-01,2.004472027365161169e-01
1.845015419179473481e-01,3.149560825320065205e-01,1.613429524762138856e-01,4.251087068046155992e-01,3.136895130158376954e-01,2.112272767852116651e-01,3.120685478109950783e-01,3.762703522677652845e-01,1.140249787561168349e-01,3.668596944413419769e-01,8.892011178579485586e-02,2.145359115815708706e-01,1.829152858164950490e-01,1.288249551693133599e-01,1.827048179895618407e-01,2.010249672337966476e-01
